>	Input file: ../Inoutput/ODEout
>	Parameters: [0.00166, 0.001, 0.1]
>	Starting values: [301.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]
#	51	2	3
time	0.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	10.0	11.0	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0	42.0	43.0	44.0	45.0	46.0	47.0	48.0	49.0	50.0
1, 0	301.0	256.492639782	229.852002298	211.465246643	197.360680462	185.656067167	175.380946164	166.006967909	157.236063077	148.896347434	140.888467391	133.153986765	125.659439704	118.386845837	111.3278231	104.479371328	97.8417753998	91.417986807	85.2122859482	79.22992909	73.4762649591	67.9561629332	62.6740800892	57.634328081	52.8406445583	48.2960456298	44.0024086726	39.9603504911	36.1693004296	32.6274667767	29.3318107911	26.2780023113	23.4603636679	20.8719439869	18.504576799	16.3490470067	14.3952490913	12.63233248	11.048799225	9.63274648949	8.37203895932	7.25450475454	6.268079793	5.40095720166	4.64172176911	3.97948861835	3.40398870974	2.90558194862	2.4753622016	2.10517985125	1.787554232
0, 1	0.0	2.36149153969	7.7515135209	14.7191363234	22.5457124691	30.843296667	39.3904369603	48.0553556601	56.7567883912	65.4428704629	74.0793950354	82.6425549751	91.115014262	99.4835099839	107.737368719	115.867400091	123.865264401	131.723319094	139.43435678	146.991380154	154.3876025	161.61631605	168.670979419	175.545274097	182.233112457	188.72866768	195.026441874	201.12133546	207.008736955	212.684566262	218.145373121	223.388395517	228.41161221	233.213793267	237.794535739	242.154315467	246.294483432	250.217259442	253.925718666	257.423761279	260.716059186	263.807993052	266.705591313	269.415454603	271.944650036	274.30063323	276.491146981	278.52417699	280.407807446	282.150164582	283.759340315
0, 2	0.0	2.31983366694	7.35677890779	13.4369006791	19.7921073564	26.0713369383	32.1172763867	37.8624270442	43.2798014597	48.3595432405	53.0981064354	57.4931041973	61.5416214953	65.2396982679	68.582378004	71.5640488507	74.179040219	76.421937081	78.288050784	79.7739392537	80.877692595	81.5994678927	81.9418622226	81.9101165783	81.5123887678	80.7598505789	79.6669760164	78.2515027673	76.534361578	74.539537771	72.293832983	69.8264289514	67.1684025556	64.3521945718	61.4111404193	58.3785704479	55.2872553052	52.1687096781	49.0528702914	45.9672363234	42.9365686375	39.9826065833	37.1239500871	34.3758822648	31.7503773653	29.2562703506	26.8995172235	24.6833366111	22.6086606979	20.6744095687	18.8778164083
1, 1	0.0	-1.60651977695	-4.35451333791	-7.53161577455	-11.0191210379	-14.7162559649	-18.5146472936	-22.3127366439	-26.0237579597	-29.5773455766	-32.9180927458	-36.0030621454	-38.7991769484	-41.2812403249	-43.4305000841	-45.2333955817	-46.6807058167	-47.7673649389	-48.4921632762	-48.8578908996	-48.8710674556	-48.541941417	-47.8846672577	-46.9174248027	-45.6622315922	-44.1447968657	-42.3941272506	-40.4420316796	-38.3225372194	-36.0714116046	-33.7252518657	-31.3205528337	-28.8928157286	-26.4757553927	-24.1006521737	-21.7952959861	-19.5836603498	-17.4854768211	-15.5161653323	-13.686560639	-12.0032532823	-10.4689667159	-9.08303921269	-7.8416671925	-6.73831477592	-5.76491067073	-4.91230283547	-4.17038178919	-3.52880823515	-2.97706429336	-2.50492364594
2, 0	0.0	25.0309972905	26.9056189306	25.9215014325	25.4621542384	25.9865944764	27.3412285299	29.2665516834	31.5222409779	33.9145569004	36.296066892	38.5579191081	40.6207809919	42.4279869375	43.9403899079	45.1317260094	45.9852160603	46.4926493497	46.6529136329	46.4712781775	45.9584959335	45.1299930979	44.0059191967	42.6110459229	40.9739861573	39.1269171297	37.1045881664	34.9436988899	32.6818886894	30.3570004914	28.005779413	25.6628515225	23.36008385	21.1259505227	18.9849799956	16.9569820853	15.0569175804	13.295036968	11.6771433431	10.205043543	8.87723373423	7.68932216123	6.63447817395	5.70399485714	4.8880605779	4.17686862821	3.56031799656	3.02810629256	2.57009693628	2.17743430559	1.84205008299
0, 3	0.0	2.23640624294	6.58791425663	11.0367842676	14.863524885	17.9177816711	20.2539496786	21.9772668141	23.1867874517	23.9594900245	24.3500355383	24.3957208327	24.1221936782	23.5479416764	22.6876195106	21.5548871527	20.1642890821	18.5317061359	16.6750546621	14.6148155812	12.3739539361	9.97817379169	7.45548848781	4.83585922864	2.15088125496	-0.566444669549	-3.28235553679	-5.96275201156	-8.57382131765	-11.0824411367	-13.4569821357	-15.6679778312	-17.688762731	-19.4960920087	-21.0706414188	-22.3978335723	-23.4681018344	-24.2771759198	-24.8260923677	-25.1213068488	-25.1742634932	-25.0008287398	-24.6206948524	-24.0566525024	-23.333476526	-22.4771042277	-21.5136258682	-20.4689071561	-19.3672521449	-18.2310622887	-17.0804599882
1, 2	0.0	-1.52668915922	-3.78100536203	-5.98041357553	-8.07497997496	-10.0357724957	-11.8195641411	-13.3863713523	-14.7079115411	-15.768432927	-16.5626015284	-17.0927518966	-17.3668115894	-17.3967805642	-17.1976637294	-16.786647621	-16.1826167683	-15.405966084	-14.4781929238	-13.4216246419	-12.2590190992	-11.0132573047	-9.70718213388	-8.36340567466	-7.00390958921	-5.64991900839	-4.32143884031	-3.03716775876	-1.8143302717	-0.668535031249	0.386473003626	1.33905453906	2.17992938087	2.90237664654	3.50238569285	3.97887946018	4.33369306398	4.57150484262	4.69969122199	4.72802700713	4.66816380838	4.53302921458	4.33640360381	4.09220917075	3.81365720778	3.51325099104	3.20221537274	2.89045038373	2.58596412343	2.29437326749	2.02034415237
2, 1	0.0	0.695398482814	1.52120275411	2.92842244917	4.85117682819	7.00978099259	9.15796508403	11.1272443916	12.8172443923	14.178086814	15.1928491214	15.865614942	16.2127171993	16.25718924	16.0257711006	15.5465189403	14.8476432357	13.9574505021	12.9041497284	11.7153396681	10.4182086303	9.03941786619	7.60530624179	6.14163918943	4.67347059184	3.22513987808	1.82006163718	0.480515359235	-0.772884532782	-1.92148311383	-2.94917341903	-3.84286724378	-4.59293322253	-5.19366004711	-5.64352052747	-5.94553918556	-6.10693142544	-6.13856645683	-6.05460458008	-5.87155853121	-5.60739264631	-5.28053063436	-4.9090192641	-4.50980715962	-4.09815990758	-3.68737622842	-3.28783918967	-2.90749144663	-2.55167852319	-2.22372185085	-1.92646121267
3, 0	0.0	-2.57252664212	6.11056059395	7.45775034891	5.39992940583	2.21551774225	-1.06445715643	-3.99920644084	-6.42308671383	-8.2839128659	-9.59283698586	-10.3960465002	-10.7437344809	-10.6912305848	-10.2932137809	-9.60060600916	-8.66078439577	-7.51829039509	-6.21550162493	-4.79203737343	-3.28572448135	-1.73293146651	-0.168881957348	1.3727416642	2.86002716342	4.26299234565	5.554184754	6.70921709257	7.70752376191	8.53283673661	9.17410991966	9.62615935586	9.88985089149	9.97182733242	9.88428578698	9.64415544689	9.27234039364	8.79272387154	8.23116429005	7.61345542799	6.96342200303	6.30202499707	5.64786078772	5.0163695574	4.41963290546	3.86582707937	3.35923739754	2.90206368232	2.49547369217	2.13755863747	1.82434942396
